country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
KR,South Korea,,,,,,2020-11-02,-3,11,46,5,3,0
KR,South Korea,,,,,,2020-11-03,-6,2,18,3,3,-1
KR,South Korea,,,,,,2020-11-04,-9,5,31,1,2,0
KR,South Korea,,,,,,2020-11-05,-10,3,28,2,3,0
KR,South Korea,,,,,,2020-11-06,-11,5,20,3,1,0
KR,South Korea,,,,,,2020-11-07,-7,10,35,4,-6,1
KR,South Korea,,,,,,2020-11-08,-3,-1,40,6,-9,0
KR,South Korea,,,Seoul Metropolitan Area,,,2020-02-15,-8,0,2,-4,1,3
KR,South Korea,,,Seoul Metropolitan Area,,,2020-02-16,-15,0,-33,-16,-3,4
KR,South Korea,,,Seoul Metropolitan Area,,,2020-02-17,-9,-6,-17,-7,0,5
KR,South Korea,,,Seoul Metropolitan Area,,,2020-02-18,1,-2,-3,-1,2,2
KR,South Korea,,,Seoul Metropolitan Area,,,2020-02-19,-7,-1,9,-5,2,2
KR,South Korea,,,Seoul Metropolitan Area,,,2020-02-20,-7,-4,10,-6,2,2
KR,South Korea,,,Seoul Metropolitan Area,,,2020-02-21,-14,-5,-7,-8,1,5
KR,South Korea,,,Seoul Metropolitan Area,,,2020-02-22,-24,-4,-28,-19,-2,8
KR,South Korea,,,Seoul Metropolitan Area,,,2020-02-23,-27,-15,6,-22,-7,7
KR,South Korea,,,Seoul Metropolitan Area,,,2020-02-24,-19,11,13,-13,-4,7
KR,South Korea,,,Seoul Metropolitan Area,,,2020-02-25,-25,-5,-24,-19,-8,9
KR,South Korea,,,Seoul Metropolitan Area,,,2020-02-26,-26,-4,12,-20,-8,9
KR,South Korea,,,Seoul Metropolitan Area,,,2020-02-27,-27,-5,16,-21,-9,9
KR,South Korea,,,Seoul Metropolitan Area,,,2020-02-28,-35,-15,-34,-27,-11,13
KR,South Korea,,,Seoul Metropolitan Area,,,2020-02-29,-35,-4,11,-27,-8,11
KR,South Korea,,,Seoul Metropolitan Area,,,2020-03-01,-40,-3,-11,-35,-15,11
KR,South Korea,,,Seoul Metropolitan Area,,,2020-03-02,-22,3,19,-19,-8,9
KR,South Korea,,,Seoul Metropolitan Area,,,2020-03-03,-19,-3,10,-17,-8,8
KR,South Korea,,,Seoul Metropolitan Area,,,2020-03-04,-29,-9,-12,-25,-9,10
KR,South Korea,,,Seoul Metropolitan Area,,,2020-03-05,-27,-9,6,-23,-8,9
KR,South Korea,,,Seoul Metropolitan Area,,,2020-03-06,-25,-6,11,-20,-8,10
KR,South Korea,,,Seoul Metropolitan Area,,,2020-03-07,-30,-2,10,-24,-7,10
KR,South Korea,,,Seoul Metropolitan Area,,,2020-03-08,-28,-13,54,-23,-14,8
KR,South Korea,,,Seoul Metropolitan Area,,,2020-03-09,-17,5,32,-15,-5,8
KR,South Korea,,,Seoul Metropolitan Area,,,2020-03-10,-24,-11,-28,-20,-8,9
KR,South Korea,,,Seoul Metropolitan Area,,,2020-03-11,-23,-3,23,-18,-7,8
KR,South Korea,,,Seoul Metropolitan Area,,,2020-03-12,-24,-3,23,-20,-7,8
KR,South Korea,,,Seoul Metropolitan Area,,,2020-03-13,-24,-3,9,-19,-7,10
KR,South Korea,,,Seoul Metropolitan Area,,,2020-03-14,-26,2,14,-20,-6,9
KR,South Korea,,,Seoul Metropolitan Area,,,2020-03-15,-30,2,5,-29,-13,9
KR,South Korea,,,Seoul Metropolitan Area,,,2020-03-16,-19,2,26,-17,-6,8
KR,South Korea,,,Seoul Metropolitan Area,,,2020-03-17,-18,-3,16,-15,-6,7
KR,South Korea,,,Seoul Metropolitan Area,,,2020-03-18,-21,0,48,-16,-6,8
KR,South Korea,,,Seoul Metropolitan Area,,,2020-03-19,-29,-13,-16,-25,-7,10
KR,South Korea,,,Seoul Metropolitan Area,,,2020-03-20,-21,0,31,-16,-6,9
KR,South Korea,,,Seoul Metropolitan Area,,,2020-03-21,-24,5,45,-17,-5,8
KR,South Korea,,,Seoul Metropolitan Area,,,2020-03-22,-23,-8,84,-18,-13,7
KR,South Korea,,,Seoul Metropolitan Area,,,2020-03-23,-17,8,59,-14,-6,7
KR,South Korea,,,Seoul Metropolitan Area,,,2020-03-24,-14,3,57,-11,-6,6
KR,South Korea,,,Seoul Metropolitan Area,,,2020-03-25,-20,0,62,-14,-7,7
KR,South Korea,,,Seoul Metropolitan Area,,,2020-03-26,-24,-4,27,-19,-7,8
KR,South Korea,,,Seoul Metropolitan Area,,,2020-03-27,-21,0,34,-17,-7,9
KR,South Korea,,,Seoul Metropolitan Area,,,2020-03-28,-24,4,42,-17,-7,8
KR,South Korea,,,Seoul Metropolitan Area,,,2020-03-29,-22,12,86,-18,-12,6
KR,South Korea,,,Seoul Metropolitan Area,,,2020-03-30,-16,6,69,-13,-6,7
KR,South Korea,,,Seoul Metropolitan Area,,,2020-03-31,-9,4,69,-8,-5,6
KR,South Korea,,,Seoul Metropolitan Area,,,2020-04-01,-19,1,52,-15,-7,8
KR,South Korea,,,Seoul Metropolitan Area,,,2020-04-02,-20,-1,59,-15,-7,7
KR,South Korea,,,Seoul Metropolitan Area,,,2020-04-03,-19,1,55,-13,-7,8
KR,South Korea,,,Seoul Metropolitan Area,,,2020-04-04,-23,5,43,-16,-9,7
KR,South Korea,,,Seoul Metropolitan Area,,,2020-04-05,-21,14,71,-17,-14,6
KR,South Korea,,,Seoul Metropolitan Area,,,2020-04-06,-14,7,63,-11,-4,7
KR,South Korea,,,Seoul Metropolitan Area,,,2020-04-07,-11,4,56,-8,-4,5
KR,South Korea,,,Seoul Metropolitan Area,,,2020-04-08,-19,0,53,-14,-5,7
KR,South Korea,,,Seoul Metropolitan Area,,,2020-04-09,-19,-1,48,-15,-5,7
KR,South Korea,,,Seoul Metropolitan Area,,,2020-04-10,-17,4,45,-11,-6,7
KR,South Korea,,,Seoul Metropolitan Area,,,2020-04-11,-18,12,49,-10,-7,6
KR,South Korea,,,Seoul Metropolitan Area,,,2020-04-12,-21,-8,48,-17,-13,6
KR,South Korea,,,Seoul Metropolitan Area,,,2020-04-13,-11,12,70,-9,-4,6
KR,South Korea,,,Seoul Metropolitan Area,,,2020-04-14,-1,12,67,-2,-4,3
KR,South Korea,,,Seoul Metropolitan Area,,,2020-04-15,-7,26,120,-21,-55,20
KR,South Korea,,,Seoul Metropolitan Area,,,2020-04-16,-19,-1,55,-13,-4,6
KR,South Korea,,,Seoul Metropolitan Area,,,2020-04-17,-23,-6,-5,-17,-6,10
KR,South Korea,,,Seoul Metropolitan Area,,,2020-04-18,-14,10,78,-8,-4,5
KR,South Korea,,,Seoul Metropolitan Area,,,2020-04-19,-25,3,-2,-23,-12,7
KR,South Korea,,,Seoul Metropolitan Area,,,2020-04-20,-15,5,19,-12,-3,7
KR,South Korea,,,Seoul Metropolitan Area,,,2020-04-21,-11,0,11,-9,-2,5
KR,South Korea,,,Seoul Metropolitan Area,,,2020-04-22,-19,-5,1,-16,-4,7
KR,South Korea,,,Seoul Metropolitan Area,,,2020-04-23,-16,0,22,-13,-2,6
KR,South Korea,,,Seoul Metropolitan Area,,,2020-04-24,-14,3,25,-10,-2,6
KR,South Korea,,,Seoul Metropolitan Area,,,2020-04-25,-14,11,40,-8,-3,5
KR,South Korea,,,Seoul Metropolitan Area,,,2020-04-26,-8,1,91,-6,-8,4
KR,South Korea,,,Seoul Metropolitan Area,,,2020-04-27,-7,13,54,-7,-1,5
KR,South Korea,,,Seoul Metropolitan Area,,,2020-04-28,-2,10,59,-1,-1,3
KR,South Korea,,,Seoul Metropolitan Area,,,2020-04-29,-2,18,66,0,-3,2
KR,South Korea,,,Seoul Metropolitan Area,,,2020-04-30,-1,24,140,-17,-58,13
KR,South Korea,,,Seoul Metropolitan Area,,,2020-05-01,-11,13,89,-22,-50,15
KR,South Korea,,,Seoul Metropolitan Area,,,2020-05-02,-18,2,53,-11,-15,2
KR,South Korea,,,Seoul Metropolitan Area,,,2020-05-03,-7,20,74,-5,-8,0
KR,South Korea,,,Seoul Metropolitan Area,,,2020-05-04,11,30,90,-5,-20,6
KR,South Korea,,,Seoul Metropolitan Area,,,2020-05-05,15,27,120,-19,-61,17
KR,South Korea,,,Seoul Metropolitan Area,,,2020-05-06,-10,10,59,-5,0,3
KR,South Korea,,,Seoul Metropolitan Area,,,2020-05-07,-7,8,59,-3,-1,3
KR,South Korea,,,Seoul Metropolitan Area,,,2020-05-08,-7,7,36,-1,-1,3
KR,South Korea,,,Seoul Metropolitan Area,,,2020-05-09,-20,-2,-34,-18,-7,7
KR,South Korea,,,Seoul Metropolitan Area,,,2020-05-10,-9,0,48,-6,-6,3
KR,South Korea,,,Seoul Metropolitan Area,,,2020-05-11,-5,15,52,-4,-1,4
KR,South Korea,,,Seoul Metropolitan Area,,,2020-05-12,-3,10,47,-1,-1,3
KR,South Korea,,,Seoul Metropolitan Area,,,2020-05-13,-9,8,64,-6,-2,4
KR,South Korea,,,Seoul Metropolitan Area,,,2020-05-14,-10,8,60,-7,-2,4
KR,South Korea,,,Seoul Metropolitan Area,,,2020-05-15,-19,-3,-16,-14,-5,8
KR,South Korea,,,Seoul Metropolitan Area,,,2020-05-16,-12,13,37,-8,-4,5
KR,South Korea,,,Seoul Metropolitan Area,,,2020-05-17,-4,28,82,-4,-4,3
KR,South Korea,,,Seoul Metropolitan Area,,,2020-05-18,-14,1,11,-11,-3,6
KR,South Korea,,,Seoul Metropolitan Area,,,2020-05-19,-4,9,27,-5,-3,5
KR,South Korea,,,Seoul Metropolitan Area,,,2020-05-20,-7,13,67,-4,-3,3
KR,South Korea,,,Seoul Metropolitan Area,,,2020-05-21,-7,8,65,-5,-3,3
KR,South Korea,,,Seoul Metropolitan Area,,,2020-05-22,-9,7,49,-5,-3,4
KR,South Korea,,,Seoul Metropolitan Area,,,2020-05-23,-8,14,72,-2,-2,2
KR,South Korea,,,Seoul Metropolitan Area,,,2020-05-24,-7,3,55,-8,-6,4
KR,South Korea,,,Seoul Metropolitan Area,,,2020-05-25,-2,19,69,-3,-2,3
KR,South Korea,,,Seoul Metropolitan Area,,,2020-05-26,-2,8,33,-3,-1,3
KR,South Korea,,,Seoul Metropolitan Area,,,2020-05-27,-6,11,73,-3,-2,2
KR,South Korea,,,Seoul Metropolitan Area,,,2020-05-28,-9,8,61,-6,-1,3
KR,South Korea,,,Seoul Metropolitan Area,,,2020-05-29,-9,9,57,-4,-2,4
KR,South Korea,,,Seoul Metropolitan Area,,,2020-05-30,-11,11,57,-5,-3,3
KR,South Korea,,,Seoul Metropolitan Area,,,2020-05-31,-8,23,58,-7,-5,3
KR,South Korea,,,Seoul Metropolitan Area,,,2020-06-01,-4,19,70,-3,-1,3
KR,South Korea,,,Seoul Metropolitan Area,,,2020-06-02,-8,7,29,-4,-1,3
KR,South Korea,,,Seoul Metropolitan Area,,,2020-06-03,-9,11,60,-5,-2,3
KR,South Korea,,,Seoul Metropolitan Area,,,2020-06-04,-11,6,47,-7,-2,3
KR,South Korea,,,Seoul Metropolitan Area,,,2020-06-05,-9,10,53,-3,-3,3
KR,South Korea,,,Seoul Metropolitan Area,,,2020-06-06,-13,10,53,-10,-17,4
KR,South Korea,,,Seoul Metropolitan Area,,,2020-06-07,-8,23,57,-8,-6,2
KR,South Korea,,,Seoul Metropolitan Area,,,2020-06-08,-5,16,60,-4,-1,3
KR,South Korea,,,Seoul Metropolitan Area,,,2020-06-09,-2,10,48,-1,-1,2
KR,South Korea,,,Seoul Metropolitan Area,,,2020-06-10,-13,0,17,-8,-2,4
KR,South Korea,,,Seoul Metropolitan Area,,,2020-06-11,-8,9,46,-7,-1,3
KR,South Korea,,,Seoul Metropolitan Area,,,2020-06-12,-9,8,49,-5,-3,4
KR,South Korea,,,Seoul Metropolitan Area,,,2020-06-13,-10,10,31,-9,-5,4
KR,South Korea,,,Seoul Metropolitan Area,,,2020-06-14,-7,0,53,-9,-7,3
KR,South Korea,,,Seoul Metropolitan Area,,,2020-06-15,-2,19,69,-3,0,2
KR,South Korea,,,Seoul Metropolitan Area,,,2020-06-16,0,11,55,0,0,1
KR,South Korea,,,Seoul Metropolitan Area,,,2020-06-17,-8,10,57,-5,-1,3
KR,South Korea,,,Seoul Metropolitan Area,,,2020-06-18,-9,5,56,-7,-1,2
KR,South Korea,,,Seoul Metropolitan Area,,,2020-06-19,-8,7,51,-5,-2,3
KR,South Korea,,,Seoul Metropolitan Area,,,2020-06-20,-11,7,48,-7,-6,2
KR,South Korea,,,Seoul Metropolitan Area,,,2020-06-21,-8,18,47,-9,-6,1
KR,South Korea,,,Seoul Metropolitan Area,,,2020-06-22,-5,13,52,-5,-2,3
KR,South Korea,,,Seoul Metropolitan Area,,,2020-06-23,-1,11,51,0,-1,1
KR,South Korea,,,Seoul Metropolitan Area,,,2020-06-24,-20,-9,-13,-14,-3,5
KR,South Korea,,,Seoul Metropolitan Area,,,2020-06-25,-11,3,14,-10,-1,4
KR,South Korea,,,Seoul Metropolitan Area,,,2020-06-26,-7,8,48,-4,-2,3
KR,South Korea,,,Seoul Metropolitan Area,,,2020-06-27,-8,9,49,-5,-6,2
KR,South Korea,,,Seoul Metropolitan Area,,,2020-06-28,-5,-3,53,-7,-8,1
KR,South Korea,,,Seoul Metropolitan Area,,,2020-06-29,-6,12,33,-5,-1,3
KR,South Korea,,,Seoul Metropolitan Area,,,2020-06-30,-3,6,11,-5,-1,3
KR,South Korea,,,Seoul Metropolitan Area,,,2020-07-01,-7,11,60,-5,-1,3
KR,South Korea,,,Seoul Metropolitan Area,,,2020-07-02,-7,6,53,-7,-1,2
KR,South Korea,,,Seoul Metropolitan Area,,,2020-07-03,-8,6,44,-5,-2,3
KR,South Korea,,,Seoul Metropolitan Area,,,2020-07-04,-9,9,54,-7,-7,2
KR,South Korea,,,Seoul Metropolitan Area,,,2020-07-05,-6,21,60,-8,-7,1
KR,South Korea,,,Seoul Metropolitan Area,,,2020-07-06,-3,13,64,-4,-2,2
KR,South Korea,,,Seoul Metropolitan Area,,,2020-07-07,1,10,59,0,-1,1
KR,South Korea,,,Seoul Metropolitan Area,,,2020-07-08,-7,5,56,-6,-1,2
KR,South Korea,,,Seoul Metropolitan Area,,,2020-07-09,-7,4,45,-7,-1,2
KR,South Korea,,,Seoul Metropolitan Area,,,2020-07-10,-9,6,42,-6,-2,4
KR,South Korea,,,Seoul Metropolitan Area,,,2020-07-11,-8,10,54,-7,-7,2
KR,South Korea,,,Seoul Metropolitan Area,,,2020-07-12,-11,-8,29,-12,-10,3
KR,South Korea,,,Seoul Metropolitan Area,,,2020-07-13,-16,0,-17,-14,-4,6
KR,South Korea,,,Seoul Metropolitan Area,,,2020-07-14,1,12,53,-2,-1,2
KR,South Korea,,,Seoul Metropolitan Area,,,2020-07-15,-3,14,67,-5,-1,2
KR,South Korea,,,Seoul Metropolitan Area,,,2020-07-16,-5,8,54,-7,-1,1
KR,South Korea,,,Seoul Metropolitan Area,,,2020-07-17,-7,5,46,-6,-3,3
KR,South Korea,,,Seoul Metropolitan Area,,,2020-07-18,-8,8,50,-8,-7,2
KR,South Korea,,,Seoul Metropolitan Area,,,2020-07-19,-12,12,14,-18,-10,4
KR,South Korea,,,Seoul Metropolitan Area,,,2020-07-20,-5,11,49,-8,-2,4
KR,South Korea,,,Seoul Metropolitan Area,,,2020-07-21,3,9,57,-1,0,1
KR,South Korea,,,Seoul Metropolitan Area,,,2020-07-22,-13,-3,14,-10,-3,4
KR,South Korea,,,Seoul Metropolitan Area,,,2020-07-23,-21,-16,-22,-17,-3,5
KR,South Korea,,,Seoul Metropolitan Area,,,2020-07-24,-6,10,39,-8,-3,4
KR,South Korea,,,Seoul Metropolitan Area,,,2020-07-25,-6,11,67,-7,-7,2
KR,South Korea,,,Seoul Metropolitan Area,,,2020-07-26,-4,-2,68,-8,-8,1
KR,South Korea,,,Seoul Metropolitan Area,,,2020-07-27,-6,11,30,-9,-5,4
KR,South Korea,,,Seoul Metropolitan Area,,,2020-07-28,1,7,39,-4,-3,2
KR,South Korea,,,Seoul Metropolitan Area,,,2020-07-29,-11,0,6,-13,-7,5
KR,South Korea,,,Seoul Metropolitan Area,,,2020-07-30,-3,9,55,-9,-7,3
KR,South Korea,,,Seoul Metropolitan Area,,,2020-07-31,-4,8,46,-6,-9,3
KR,South Korea,,,Seoul Metropolitan Area,,,2020-08-01,-17,-2,-4,-19,-19,4
KR,South Korea,,,Seoul Metropolitan Area,,,2020-08-02,-23,-1,-31,-27,-17,4
KR,South Korea,,,Seoul Metropolitan Area,,,2020-08-03,-11,5,0,-17,-20,7
KR,South Korea,,,Seoul Metropolitan Area,,,2020-08-04,3,12,26,-8,-17,4
KR,South Korea,,,Seoul Metropolitan Area,,,2020-08-05,-8,6,11,-14,-16,6
KR,South Korea,,,Seoul Metropolitan Area,,,2020-08-06,-7,5,38,-11,-12,5
KR,South Korea,,,Seoul Metropolitan Area,,,2020-08-07,-4,8,44,-7,-11,4
KR,South Korea,,,Seoul Metropolitan Area,,,2020-08-08,-12,2,3,-15,-12,5
KR,South Korea,,,Seoul Metropolitan Area,,,2020-08-09,-23,-22,-33,-29,-18,7
KR,South Korea,,,Seoul Metropolitan Area,,,2020-08-10,-6,11,9,-11,-9,5
KR,South Korea,,,Seoul Metropolitan Area,,,2020-08-11,2,12,26,-5,-9,3
KR,South Korea,,,Seoul Metropolitan Area,,,2020-08-12,-2,8,41,-7,-8,2
KR,South Korea,,,Seoul Metropolitan Area,,,2020-08-13,-4,8,39,-8,-9,2
KR,South Korea,,,Seoul Metropolitan Area,,,2020-08-14,-6,8,30,-8,-13,4
KR,South Korea,,,Seoul Metropolitan Area,,,2020-08-15,-19,-2,-4,-21,-28,5
KR,South Korea,,,Seoul Metropolitan Area,,,2020-08-16,-10,15,36,-13,-16,0
KR,South Korea,,,Seoul Metropolitan Area,,,2020-08-17,-5,19,61,-24,-51,13
KR,South Korea,,,Seoul Metropolitan Area,,,2020-08-18,-10,7,30,-7,-9,2
KR,South Korea,,,Seoul Metropolitan Area,,,2020-08-19,-20,6,31,-14,-12,5
KR,South Korea,,,Seoul Metropolitan Area,,,2020-08-20,-22,1,27,-17,-12,5
KR,South Korea,,,Seoul Metropolitan Area,,,2020-08-21,-26,1,20,-17,-12,7
KR,South Korea,,,Seoul Metropolitan Area,,,2020-08-22,-38,-5,-14,-28,-14,9
KR,South Korea,,,Seoul Metropolitan Area,,,2020-08-23,-32,-9,30,-26,-20,7
KR,South Korea,,,Seoul Metropolitan Area,,,2020-08-24,-21,14,39,-16,-11,6
KR,South Korea,,,Seoul Metropolitan Area,,,2020-08-25,-18,10,27,-12,-11,5
KR,South Korea,,,Seoul Metropolitan Area,,,2020-08-26,-28,1,4,-22,-12,9
KR,South Korea,,,Seoul Metropolitan Area,,,2020-08-27,-31,-5,0,-27,-14,11
KR,South Korea,,,Seoul Metropolitan Area,,,2020-08-28,-29,1,8,-22,-12,10
KR,South Korea,,,Seoul Metropolitan Area,,,2020-08-29,-41,-4,-18,-32,-14,10
KR,South Korea,,,Seoul Metropolitan Area,,,2020-08-30,-41,8,7,-33,-23,9
KR,South Korea,,,Seoul Metropolitan Area,,,2020-08-31,-27,11,52,-19,-15,9
KR,South Korea,,,Seoul Metropolitan Area,,,2020-09-01,-27,5,43,-17,-16,8
KR,South Korea,,,Seoul Metropolitan Area,,,2020-09-02,-42,-10,-17,-30,-18,12
KR,South Korea,,,Seoul Metropolitan Area,,,2020-09-03,-34,0,33,-27,-18,12
KR,South Korea,,,Seoul Metropolitan Area,,,2020-09-04,-31,6,59,-19,-17,10
KR,South Korea,,,Seoul Metropolitan Area,,,2020-09-05,-35,8,49,-24,-19,8
KR,South Korea,,,Seoul Metropolitan Area,,,2020-09-06,-37,8,22,-30,-25,8
KR,South Korea,,,Seoul Metropolitan Area,,,2020-09-07,-39,-12,-33,-31,-18,13
KR,South Korea,,,Seoul Metropolitan Area,,,2020-09-08,-19,13,70,-13,-15,7
KR,South Korea,,,Seoul Metropolitan Area,,,2020-09-09,-31,-1,31,-21,-16,9
KR,South Korea,,,Seoul Metropolitan Area,,,2020-09-10,-27,4,57,-19,-15,7
KR,South Korea,,,Seoul Metropolitan Area,,,2020-09-11,-31,1,22,-19,-16,9
KR,South Korea,,,Seoul Metropolitan Area,,,2020-09-12,-34,6,3,-24,-19,9
KR,South Korea,,,Seoul Metropolitan Area,,,2020-09-13,-25,-1,91,-17,-23,5
KR,South Korea,,,Seoul Metropolitan Area,,,2020-09-14,-15,15,61,-12,-7,5
KR,South Korea,,,Seoul Metropolitan Area,,,2020-09-15,-12,11,56,-8,-7,4
KR,South Korea,,,Seoul Metropolitan Area,,,2020-09-16,-21,6,34,-15,-8,6
KR,South Korea,,,Seoul Metropolitan Area,,,2020-09-17,-20,4,52,-14,-8,4
KR,South Korea,,,Seoul Metropolitan Area,,,2020-09-18,-19,6,53,-10,-9,5
KR,South Korea,,,Seoul Metropolitan Area,,,2020-09-19,-21,9,52,-11,-10,3
KR,South Korea,,,Seoul Metropolitan Area,,,2020-09-20,-17,20,73,-12,-13,3
KR,South Korea,,,Seoul Metropolitan Area,,,2020-09-21,-12,14,64,-7,-5,3
KR,South Korea,,,Seoul Metropolitan Area,,,2020-09-22,-9,13,57,0,-5,2
KR,South Korea,,,Seoul Metropolitan Area,,,2020-09-23,-17,12,51,-2,-5,3
KR,South Korea,,,Seoul Metropolitan Area,,,2020-09-24,-17,12,49,-2,-5,3
KR,South Korea,,,Seoul Metropolitan Area,,,2020-09-25,-16,14,45,1,-5,4
KR,South Korea,,,Seoul Metropolitan Area,,,2020-09-26,-17,20,51,0,-6,3
KR,South Korea,,,Seoul Metropolitan Area,,,2020-09-27,-14,12,74,1,-9,4
KR,South Korea,,,Seoul Metropolitan Area,,,2020-09-28,-3,42,61,6,-5,2
KR,South Korea,,,Seoul Metropolitan Area,,,2020-09-29,7,65,57,12,-11,1
KR,South Korea,,,Seoul Metropolitan Area,,,2020-09-30,-26,67,52,-27,-75,15
KR,South Korea,,,Seoul Metropolitan Area,,,2020-10-01,-54,-26,84,-42,-84,14
KR,South Korea,,,Seoul Metropolitan Area,,,2020-10-02,-34,-9,63,-39,-78,20
KR,South Korea,,,Seoul Metropolitan Area,,,2020-10-03,-30,-8,61,-18,-43,7
KR,South Korea,,,Seoul Metropolitan Area,,,2020-10-04,-20,9,58,-9,-13,6
KR,South Korea,,,Seoul Metropolitan Area,,,2020-10-05,-11,16,55,0,-3,3
KR,South Korea,,,Seoul Metropolitan Area,,,2020-10-06,-9,12,54,5,-3,1
KR,South Korea,,,Seoul Metropolitan Area,,,2020-10-07,-16,11,56,-1,-3,3
KR,South Korea,,,Seoul Metropolitan Area,,,2020-10-08,-11,14,58,2,-3,0
KR,South Korea,,,Seoul Metropolitan Area,,,2020-10-09,-14,14,100,-19,-56,16
KR,South Korea,,,Seoul Metropolitan Area,,,2020-10-10,-20,7,59,-3,-10,3
KR,South Korea,,,Seoul Metropolitan Area,,,2020-10-11,-16,-2,78,0,-9,3
KR,South Korea,,,Seoul Metropolitan Area,,,2020-10-12,-10,19,62,3,-2,2
KR,South Korea,,,Seoul Metropolitan Area,,,2020-10-13,-6,13,55,7,-2,1
KR,South Korea,,,Seoul Metropolitan Area,,,2020-10-14,-13,10,47,0,-2,2
KR,South Korea,,,Seoul Metropolitan Area,,,2020-10-15,-12,9,47,-1,-2,2
KR,South Korea,,,Seoul Metropolitan Area,,,2020-10-16,-13,10,39,2,-3,3
KR,South Korea,,,Seoul Metropolitan Area,,,2020-10-17,-13,12,53,5,-6,1
KR,South Korea,,,Seoul Metropolitan Area,,,2020-10-18,-9,22,72,4,-8,1
KR,South Korea,,,Seoul Metropolitan Area,,,2020-10-19,-7,19,64,4,-1,2
KR,South Korea,,,Seoul Metropolitan Area,,,2020-10-20,-3,15,59,9,-1,0
KR,South Korea,,,Seoul Metropolitan Area,,,2020-10-21,-11,12,52,2,-1,2
KR,South Korea,,,Seoul Metropolitan Area,,,2020-10-22,-12,6,42,0,0,1
KR,South Korea,,,Seoul Metropolitan Area,,,2020-10-23,-11,9,37,1,-1,2
KR,South Korea,,,Seoul Metropolitan Area,,,2020-10-24,-12,11,42,3,-6,1
KR,South Korea,,,Seoul Metropolitan Area,,,2020-10-25,-6,3,78,5,-10,1
KR,South Korea,,,Seoul Metropolitan Area,,,2020-10-26,-6,19,62,5,0,1
KR,South Korea,,,Seoul Metropolitan Area,,,2020-10-27,-3,14,54,9,0,0
KR,South Korea,,,Seoul Metropolitan Area,,,2020-10-28,-10,8,50,1,0,1
KR,South Korea,,,Seoul Metropolitan Area,,,2020-10-29,-11,6,42,-1,0,1
KR,South Korea,,,Seoul Metropolitan Area,,,2020-10-30,-11,8,43,2,0,1
KR,South Korea,,,Seoul Metropolitan Area,,,2020-10-31,-11,12,53,5,-6,0
KR,South Korea,,,Seoul Metropolitan Area,,,2020-11-01,-17,14,-14,-8,-12,3
KR,South Korea,,,Seoul Metropolitan Area,,,2020-11-02,-7,11,49,1,1,1
KR,South Korea,,,Seoul Metropolitan Area,,,2020-11-03,-6,4,16,3,0,1
KR,South Korea,,,Seoul Metropolitan Area,,,2020-11-04,-12,5,22,-2,0,2
KR,South Korea,,,Seoul Metropolitan Area,,,2020-11-05,-12,4,30,0,0,1
KR,South Korea,,,Seoul Metropolitan Area,,,2020-11-06,-13,5,27,1,-1,2
KR,South Korea,,,Seoul Metropolitan Area,,,2020-11-07,-12,9,34,3,-8,1
KR,South Korea,,,Seoul Metropolitan Area,,,2020-11-08,-7,-3,39,3,-11,1
NZ,New Zealand,,,,,,2020-02-15,8,5,0,8,4,0
NZ,New Zealand,,,,,,2020-02-16,4,4,-11,7,0,1
NZ,New Zealand,,,,,,2020-02-17,-2,-2,-5,15,31,-3
NZ,New Zealand,,,,,,2020-02-18,-1,2,1,8,15,-1
NZ,New Zealand,,,,,,2020-02-19,1,2,0,11,14,-2
NZ,New Zealand,,,,,,2020-02-20,1,0,-3,11,18,-2
NZ,New Zealand,,,,,,2020-02-21,4,0,-5,10,17,-2
NZ,New Zealand,,,,,,2020-02-22,7,4,-12,1,4,2
NZ,New Zealand,,,,,,2020-02-23,5,3,-10,2,1,1
NZ,New Zealand,,,,,,2020-02-24,-1,-1,-1,18,32,-3
NZ,New Zealand,,,,,,2020-02-25,-1,1,7,10,15,-1
NZ,New Zealand,,,,,,2020-02-26,0,5,2,12,16,-2
NZ,New Zealand,,,,,,2020-02-27,0,1,-6,12,19,-2
NZ,New Zealand,,,,,,2020-02-28,4,4,-4,13,19,-2
NZ,New Zealand,,,,,,2020-02-29,6,13,-2,3,5,0
NZ,New Zealand,,,,,,2020-03-01,1,4,-1,8,1,1
NZ,New Zealand,,,,,,2020-03-02,-4,-1,-10,16,34,-2
NZ,New Zealand,,,,,,2020-03-03,-4,0,-6,8,17,-1
NZ,New Zealand,,,,,,2020-03-04,-2,0,-17,9,16,-1
NZ,New Zealand,,,,,,2020-03-05,0,1,-15,10,20,-1
NZ,New Zealand,,,,,,2020-03-06,4,2,-9,9,19,-1
NZ,New Zealand,,,,,,2020-03-07,7,4,2,3,6,1
NZ,New Zealand,,,,,,2020-03-08,3,4,-6,5,1,1
NZ,New Zealand,,,,,,2020-03-09,-6,-4,-18,12,30,-2
NZ,New Zealand,,,,,,2020-03-10,-4,-2,-11,6,16,0
NZ,New Zealand,,,,,,2020-03-11,-3,-2,-14,7,16,-1
NZ,New Zealand,,,,,,2020-03-12,-2,-1,-15,7,19,-1
